Series Name,Series Code,Country Name,Country Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.443382074,0.546172018,0.561909851,0.483854089,0.431048903,0.381655333,0.328037914,0.29737733,0.265472962,0.232116249,0.207606515,0.227687342,0.24238105,0.23845724,0.290350362,0.342248594,0.383777136,0.425429832,0.465549285,0.478246393,0.457494535,0.463558707,0.475809487,0.460723773,0.413560208,0.329383886,0.287421402,0.234670532,0.132641041,0.11019169,0.143641197,0.207288594,0.271944527
Population growth (annual %),SP.POP.GROW,France,FRA,0.480817154,0.879707183,0.498037271,0.434438547,0.37391243,0.363543328,0.356871556,0.356497963,0.370907432,0.516384252,0.686782587,0.72943079,0.728746207,0.71044809,0.735098068,0.749918325,0.693706612,0.616493932,0.557563758,0.513102876,0.492821126,0.482694782,0.48395349,0.516539661,0.468246342,0.35556924,0.263868789,0.290202116,0.358494582,0.341374143,0.271350508,0.285508619,0.305015247
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,2.163566652,2.042116949,1.920231849,1.846511688,1.758146821,1.639666642,1.604286125,1.622472198,1.596156049,1.608764886,1.649868262,1.629362338,1.590119582,1.545473122,1.493130765,1.459728033,1.407083426,1.185016371,0.851928064,0.612963662,0.531736671,0.519109228,0.461311409,0.503989818,0.637131095,0.658118801,0.599323883,0.648229492,0.727084625,0.706823206,0.732338552,0.69708774,0.736349223
Population growth (annual %),SP.POP.GROW,Gabon,GAB,2.734740583,2.706305535,2.681654323,2.657900574,2.614413559,2.559565612,2.520369353,2.506560362,2.513148881,2.524581193,2.559793886,2.609543216,2.651379537,2.698746996,2.769763122,2.868813028,2.984529936,3.095609773,3.18807653,3.292977463,3.421970687,3.525161878,3.5582226,3.505157393,3.341104101,3.086916384,2.804212109,2.555918598,2.391355225,2.289855365,2.195637043,2.097988103,2.021687102
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,4.008088142,4.04169216,3.94643302,3.586330691,3.165384519,2.963652503,2.928547692,2.922469001,2.932061897,2.928982999,2.896423343,2.87370974,2.850204529,2.851693005,2.892651602,2.942405204,3.021054494,3.083458975,3.104985972,3.113648511,3.101160241,3.097043423,3.0945314,3.051205871,2.974334485,2.886819384,2.804045746,2.723485349,2.641376345,2.582686766,2.56215325,2.52879318,2.472147488
Population growth (annual %),SP.POP.GROW,Georgia,GEO,-0.027068389,0.703475649,0.77451105,0.768558451,-1.539430121,-3.757716068,-3.62954608,-3.207518172,-2.474222976,-2.057376879,-1.944629157,-1.551238397,-0.897253673,-0.675365806,-0.61926241,-0.635292218,-0.568484712,-0.521646734,-0.303790529,-0.888185043,-0.729475257,-0.80216404,-0.736565519,-0.300972141,0.0469539,0.157481405,0.059816599,0.013386075,-0.039036546,-0.17156574,0.068656249,-0.379636607,0.104889951
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.861969449,0.728605547,0.760346947,0.657391218,0.346856649,0.293904444,0.289474899,0.146313282,0.015143651,0.064634578,0.1354316,0.168225361,0.168128319,0.055363304,-0.021709728,-0.056778262,-0.112797498,-0.133718573,-0.190142845,-0.25338341,-0.153198447,-1.853714629,0.187727801,0.272900215,0.416877359,0.865702644,0.807218539,0.37372456,0.300526702,0.225519874,0.081693159,0.042327057,0.720875456
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.587307512,2.534384671,2.481515922,2.44550905,2.358589663,2.308821466,2.29660255,2.348520726,2.415665384,2.439100698,2.516518739,2.659768689,2.748379917,2.714432821,2.66890927,2.65989488,2.639161462,2.605463786,2.572327222,2.53550492,2.469996167,2.43818163,2.46059584,2.452427256,2.407644892,2.364269759,2.339383259,2.234945429,2.122679766,2.088931184,2.066268801,2.00774487,1.938982944
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,-1.348988732,-1.211689624,-0.159457138,0.639996265,0.602943003,0.475372965,0.287780466,0.265189512,0.260869713,0.213262086,0.165957178,-0.072121456,0.614966065,1.455723036,1.4557319,1.517196596,1.470865099,1.372896377,1.331277734,1.375456613,1.427191957,1.394492365,1.437521818,0.777442704,0.126420318,0.209321015,0.138280732,0.113554419,0.140996192,0.113265896,0.073401233,-0.122365337,-0.061238864
Population growth (annual %),SP.POP.GROW,Greece,GRC,1.057808012,1.200352537,0.763882722,0.588261919,0.500703438,0.467197289,0.440670531,0.493267145,0.554211903,0.383471312,0.409041838,0.519884464,0.366566462,0.238643175,0.247413543,0.293249074,0.300331801,0.254757582,0.265457837,0.263026401,0.128880433,-0.147951277,-0.540752951,-0.725120807,-0.66611329,-0.658861361,-0.415913028,-0.197783225,-0.202880238,-0.105339393,-0.214592107,-1.21680249,-1.355394593
Population growth (annual %),SP.POP.GROW,Greenland,GRL,0.541029273,-0.18001805,-0.361011222,-0.180995525,0.542006747,0.539084863,0.179051077,0.178731057,0.178412179,0,0.178094437,0.266548359,0.458574268,0.275195545,0.256870545,0.04216222,-0.283179181,-0.386485847,-0.402186877,-0.008876974,1.028023326,-0.026363197,-0.140721219,-0.577265865,-0.333398667,-0.322038549,0.128227978,-0.024920344,-0.265609141,0.359917714,0.252238303,0.506106194,0.014120056
Population growth (annual %),SP.POP.GROW,Grenada,GRD,-0.178543556,0.71527681,1.276922499,1.115097696,0.974942832,0.855077254,0.752495102,0.668269318,0.614880874,0.584915034,0.568483013,0.46803696,0.272937297,0.469187987,0.711094559,0.671613754,0.663529251,0.661840746,0.671715215,0.683128734,0.695156085,0.76783354,0.861245197,0.887245628,0.874356937,0.850810359,0.825295754,0.792907051,0.755485367,0.724563813,0.762219229,0.762873605,0.662275264
Population growth (annual %),SP.POP.GROW,Guam,GUM,1.827641357,1.774944268,1.714657805,1.64041446,1.569306604,1.511086459,1.433438908,1.349701334,1.304868734,1.295005898,1.125621224,0.830561297,0.641188051,0.504376,0.378143882,0.259412996,0.14888868,0.053424318,-0.023066091,-0.088064262,0.197277634,0.450154139,0.447535841,0.397066313,0.292292129,0.259298371,0.218836685,0.154324682,0.042693991,-0.032018785,0.359326133,0.767004481,0.7244969
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,2.734472527,2.689429601,2.624668674,2.550623477,2.490558872,2.452988793,2.402720921,2.358059233,2.361987483,2.369476412,2.433943645,2.4024009,2.297882417,2.180745246,2.125985971,2.077170631,2.026228097,1.975962167,1.927447638,1.881063438,1.836556428,1.819487756,1.777495787,1.757167698,1.728757603,1.691465093,1.658073318,1.6276538,1.600385982,1.560386048,1.519987854,1.480316806,1.439868495
Population growth (annual %),SP.POP.GROW,Guinea,GIN,3.49072387,4.034339549,3.219524688,3.082784827,3.019684912,2.80029939,2.835137437,2.057161461,1.891255372,2.25588851,1.963136385,1.29599678,1.55168556,2.241748134,2.129239418,1.978667795,2.062914279,2.293355724,2.40819421,2.43976227,2.458278464,2.471311108,2.448752998,2.442316141,2.482932008,2.549276719,2.589500041,2.563493813,2.533442442,2.537647078,2.512250121,2.444317219,2.390914134
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,1.585298679,2.064211522,2.880859296,3.256292876,3.061768866,2.501898864,2.071269968,1.896587836,1.843467586,1.874355503,2.000211927,2.132601582,2.225601466,2.304691466,2.35534586,2.398892761,2.461141531,2.547103956,2.57645836,2.571082925,2.586997493,2.632008434,2.679716679,2.688501174,2.647941932,2.582649543,2.51887832,2.437890936,2.372337148,2.33629047,2.276453357,2.202589246,2.152839304
Population growth (annual %),SP.POP.GROW,Guyana,GUY,-0.770797136,-0.405040213,0.121147504,0.293663137,0.314952473,0.285498467,0.250056599,0.217393983,0.196572871,0.173894602,0.136711369,0.099811709,0.067625709,0.03142907,-0.018146124,-0.094070723,-0.176802788,-0.243714507,-0.313900505,-0.38421525,-0.443706996,-0.496193791,-0.035479198,0.463194126,0.493149308,0.520003881,0.535758732,0.547185665,2.875002859,1.671348097,-0.194366444,0.919614739,0.515592544
Population growth (annual %),SP.POP.GROW,Haiti,HTI,2.059521825,2.011648389,1.958114909,1.926429791,1.889898578,1.868924865,1.861046656,1.843494334,1.824329261,1.819920951,1.82614145,1.795963659,1.744825138,1.724900297,1.679416467,1.664485533,1.680161634,1.653990263,1.625856056,1.609813337,1.146888672,1.125747296,1.537468808,1.498986449,1.465967975,1.439893507,1.410821213,1.387530074,1.361131318,1.335138592,1.302919959,1.237298997,1.193341956
Population growth (annual %),SP.POP.GROW,Honduras,HND,2.80060965,2.803135812,2.80594686,2.805430252,2.800113882,2.789318515,2.777559084,2.765074644,2.640957063,2.640999639,2.731383,2.684734156,2.627514911,2.559212936,2.48929433,2.424600409,2.359210736,2.288113438,2.212898931,2.143364955,2.075977959,2.009868026,1.950842899,1.895959147,1.848619106,1.809362407,1.773336937,1.73985038,1.709728907,1.680696685,1.622836377,1.535139668,1.492118559
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.321315033,0.829228336,0.839650031,1.717770734,2.252030431,1.980132777,4.438607795,0.832512855,0.834808807,0.955125814,0.881594076,0.736962668,0.442846827,-0.197404126,0.779918562,0.436871406,0.642270483,0.859633272,0.598238787,0.215353334,0.734446396,0.672543292,1.103957997,0.401982536,0.702370951,0.851197911,0.619366345,0.768513878,0.800230597,0.739283471,-0.358932662,-0.911776749,-0.907914524
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-1.033117297,-0.005668183,-0.039136583,-0.114035594,-0.136883104,-0.139220004,-0.171771609,-0.201458936,-0.232679337,-0.28326061,-0.259764908,-0.229379183,-0.284751377,-0.286433268,-0.221439379,-0.198878843,-0.155716485,-0.154915158,-0.175097367,-0.154908814,-0.226013876,-0.283360436,-0.516437607,-0.275368757,-0.269378767,-0.237855002,-0.295110605,-0.265860932,-0.126786952,-0.04525571,-0.215067837,-0.413751024,-0.690781548
Population growth (annual %),SP.POP.GROW,Iceland,ISL,0.777662199,1.15914942,1.256632077,1.016811928,0.866835947,0.542467998,0.539913017,0.819197091,1.070859043,1.209238786,1.369192833,1.329295255,0.892596377,0.69249762,0.877936158,1.582891978,2.34742243,2.530085489,1.859572171,0.341241979,-0.143903,0.305468368,0.532100735,0.9458859,1.112504755,1.041940387,1.388081496,2.345582676,2.678142769,2.198932258,1.623086251,1.63931664,2.513773433
Population growth (annual %),SP.POP.GROW,India,IND,2.141140539,2.101891054,2.074344245,2.047837361,2.02085602,1.991871229,1.951435501,1.919262595,1.887557865,1.849333251,1.822184002,1.808446421,1.776767874,1.724269032,1.67281087,1.604129169,1.52430796,1.46637175,1.422391509,1.39119493,1.377595812,1.361588085,1.33219205,1.297548835,1.240362184,1.18779532,1.185046229,1.155624491,1.087527722,1.025310772,0.955220858,0.797216094,0.680372581
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,1.778290867,1.742177499,1.710135304,1.67182801,1.650685577,1.63416752,1.618816861,1.6030893,1.564932863,1.500042943,1.447088484,1.410098855,1.373519281,1.338043891,1.273226489,1.260748296,1.299308899,1.311847596,1.302170535,1.27153209,1.251517291,1.255738089,1.255941458,1.21281781,1.159506642,1.110854932,1.058942059,1.006439524,0.966206436,0.937689274,0.840389268,0.694717688,0.636555115
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,3.927634041,3.862612129,2.353719571,0.643706109,0.3846952,1.339738969,1.313113199,1.42194972,1.557714174,1.584141878,1.645391949,1.710031912,0.973524734,0.927820931,1.615863946,1.610040011,1.54559661,1.453637082,1.371885026,1.360470266,1.404424281,1.277550034,1.277425408,1.456505903,1.897214219,2.261784926,1.835807917,1.428825527,1.307882209,1.099593263,0.835176148,0.722822505,0.710745643
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,1.229559824,1.05900596,2.977114554,4.831666848,4.817124004,3.402450561,3.24284506,3.145296328,3.185153319,3.273929669,3.336246694,3.184017345,3.211049289,3.051311163,2.87715846,2.969706065,0.718432209,-0.850221916,1.926462655,3.598793338,3.170933202,3.498580088,4.488463918,4.665418597,3.50227675,2.71497647,2.4594025,2.357692329,2.417560687,2.368388314,2.362111839,2.26888921,2.186916934
Population growth (annual %),SP.POP.GROW,Ireland,IRL,0.084413021,0.574927781,0.682256778,0.499840487,0.394187639,0.512695055,0.791271347,1.002814735,1.043076836,1.127299556,1.333042666,1.59215149,1.685148857,1.628950962,1.828313818,2.178703014,2.696005644,2.890960005,2.038708011,1.015663276,0.544884384,0.436072439,0.423743803,0.526556159,0.731001377,0.944845307,1.128834064,1.088675561,1.238875453,1.367626954,1.029110503,0.953878184,1.850503784
Population growth (annual %),SP.POP.GROW,Isle of Man,IMN,1.647121898,1.305605158,0.766724917,0.57156385,0.541593945,0.505094095,0.734830929,1.121760143,1.274928544,1.2682538,1.190189114,1.100300651,1.022270771,0.974724392,0.942439422,0.933640362,1.018531384,1.081038,1.099970011,1.113332544,1.095109389,0.620772843,-0.01422745,-0.230291765,-0.295168031,-0.3618152,-0.171213442,0.155660691,0.23303766,0.18842279,0.134540647,0.2578592,0.303350116
Population growth (annual %),SP.POP.GROW,Israel,ISR,3.094603009,6.017008783,3.455466899,2.658091779,2.589262849,2.668286957,2.616505943,2.498395043,2.28687869,2.546433887,2.642331913,2.357117299,2.014058394,1.805519759,1.767623642,1.762897661,1.767805874,1.776100869,1.776579106,2.390207338,1.82675241,1.848077862,1.846151321,1.866052895,1.919543799,1.981288976,1.960348962,1.938725674,1.926622865,1.90898264,1.763679392,1.681905517,1.966368848
Population growth (annual %),SP.POP.GROW,Italy,ITA,0.083708573,0.069231189,0.067924433,0.061135853,0.020372074,0.001588562,0.028104408,0.05290695,0.028774016,0.016820844,0.045303631,0.056167601,0.148916429,0.444507313,0.647182705,0.491389108,0.300559689,0.504933687,0.662469253,0.45561345,0.307591222,0.171978291,0.26954124,1.159251117,0.917504096,-0.096376133,-0.169884073,-0.149861117,-0.19006364,-1.153028424,-0.487095092,-0.515599999,-0.326488181
Population growth (annual %),SP.POP.GROW,Jamaica,JAM,0.783359845,0.825875857,0.937065618,1.000818385,1.016345389,1.008909233,0.93299999,0.867169705,0.842367314,0.761829205,0.611850749,0.50404776,0.487837447,0.483356776,0.489064956,0.480782489,0.476920503,0.428910144,0.375125565,0.405906287,0.421348655,0.447915144,0.495752367,0.481191238,0.410748099,0.354975146,0.294793626,0.202492606,0.12309148,0.068899222,0.236519558,0.257040922,-0.011246541
Population growth (annual %),SP.POP.GROW,Japan,JPN,0.331782885,0.392819832,0.371192387,0.324167599,0.279192364,0.234590173,0.226884732,0.238271218,0.27172961,0.182586374,0.167275578,0.240952588,0.232527187,0.213980949,0.033662258,0.009392097,0.063373589,0.114908848,0.048425395,-0.012494631,0.017960542,-0.185226486,-0.159710676,-0.144271883,-0.132694222,-0.106124994,-0.051137415,-0.081874296,-0.126880068,-0.140464978,-0.294194618,-0.459952416,-0.443851919
Population growth (annual %),SP.POP.GROW,Jordan,JOR,4.996459234,5.200356878,5.324526407,5.260719644,4.846742607,4.121956251,3.319663843,2.675912988,2.312427403,2.172011205,2.106594083,2.09677759,2.150168065,2.260009348,2.494625425,2.606722574,6.757909009,6.343808711,2.432776564,2.20117695,2.199151314,2.545810456,1.422787817,6.481928642,11.79401566,9.219917888,4.835850135,2.485009342,2.365102658,2.257509754,2.127362818,1.989076856,1.226636566
Population growth (annual %),SP.POP.GROW,Kazakhstan,KAZ,0.604342663,0.632391826,-0.076714451,-0.356023623,-1.444425511,-2.062039818,-1.516321571,-1.577523754,-1.728416448,-0.955113482,-0.300201487,-0.170069526,0.004125545,0.336408914,0.694909484,0.888898043,1.057671309,1.143851233,1.872962096,1.982408057,1.413271477,1.431512449,1.408676887,1.439445356,1.472670873,1.461484685,1.42204614,1.360381269,1.314522985,1.28960849,1.298635325,1.299508438,3.215898096
Population growth (annual %),SP.POP.GROW,Kenya,KEN,3.400831691,3.211652019,3.036790519,2.941842481,2.879988411,2.809366538,2.706473695,2.674428779,2.689160274,2.801269322,2.915446842,3.028826855,3.033609778,2.967443353,2.989515436,2.97658074,2.974711117,2.965824801,2.978845155,2.960691877,2.817524067,2.655435058,2.525956443,2.409931364,2.294178016,2.20032212,2.202145562,2.175708427,2.032734005,1.978456948,2.009700111,1.942761283,1.909510311
Population growth (annual %),SP.POP.GROW,Kiribati,KIR,2.272580302,1.961364082,1.668506732,1.518558552,1.469682634,1.504866261,1.644459593,1.766229952,1.760052018,1.714717276,1.745494732,1.901293355,2.043464516,2.037541967,2.017640848,1.996074256,1.936029236,1.895336352,1.911071736,1.933743494,1.868357221,1.722202058,1.577537693,1.505392344,1.466543437,1.486483528,1.535613884,1.548120924,1.565423542,1.606512389,1.772654752,1.888540758,1.813156636
Population growth (annual %),SP.POP.GROW,"Korea, Dem. People's Rep.",PRK,1.475080753,1.507892439,1.524893828,1.541353443,1.514255507,1.260103009,1.016949186,0.937585816,0.85609544,0.782479876,0.698115634,0.620583477,0.53398434,0.6043698,0.700697475,0.63289401,0.557668312,0.496973103,0.460993035,0.458556258,0.425940886,0.393586759,0.418674807,0.457206407,0.495979807,0.52351508,0.519654351,0.497821204,0.476315092,0.45644682,0.4340173,0.40294521,0.37472956
Population growth (annual %),SP.POP.GROW,"Korea, Rep.",KOR,0.985130494,0.989785982,1.039161356,1.015821437,1.006157245,1.006200855,0.952779422,0.937713809,0.721865018,0.710794593,0.836180864,0.767241775,0.577957277,0.518321453,0.396331437,0.211997784,0.52519994,0.505234033,0.759316682,0.514682828,0.498225084,0.768971759,0.525713661,0.455218622,0.628149861,0.527288497,0.396851823,0.280968018,0.433519028,0.347874969,0.137869266,-0.176408651,-0.225898557
Population growth (annual %),SP.POP.GROW,Kosovo,XKX,1.897590146,1.914952133,1.77550356,1.693650953,1.615380911,1.589700641,1.46773672,1.302792853,-5.924733485,-10.95514942,-3.582127645,0.067859323,0.067930793,0.067884679,0.067838626,0.067909885,0.803200286,0.803261833,0.803213478,0.803171845,0.803248961,0.859067492,0.895254757,0.607467947,-0.294473631,-1.364932338,-0.596734074,0.753584843,0.339010962,-0.457730006,0.070131109,-0.229015994,-1.35587444
Population growth (annual %),SP.POP.GROW,Kuwait,KWT,-27.72222482,-22.34797397,19.05204037,2.01651287,-0.761153759,0.856473402,2.864297474,3.356943875,3.243836795,3.131630216,3.015393997,2.891932877,2.757762092,2.610111849,2.443137206,3.733592238,5.568354328,5.888960464,5.59158489,5.311834538,5.152155972,6.58897845,7.676428102,7.156824721,3.106740562,3.837569365,3.502809085,1.8798817,4.55608227,2.829852402,-1.832820647,-2.562808093,0.440405187
Population growth (annual %),SP.POP.GROW,Kyrgyz Republic,KGZ,1.924484883,1.635307708,1.153816119,0.028786218,-0.035430369,0.998300396,1.480089704,1.458502175,1.534038154,1.486072263,1.191125924,0.948856614,0.917899317,1.048444924,1.210105425,1.127864459,1.075051294,0.953586964,0.950220145,1.207265644,1.192864429,1.216890729,1.665236559,1.984738667,2.006107899,2.059025966,2.037224422,1.933647156,1.99032207,2.08787614,1.897863823,2.898362886,2.931481417
Population growth (annual %),SP.POP.GROW,Lao PDR,LAO,2.842489334,2.806094944,2.753595693,2.686395608,2.584170379,2.4547162,2.336440815,2.091880724,1.854044372,1.759452085,1.686007204,1.622856732,1.553068982,1.469044227,1.380844115,1.459487231,1.58692258,1.580871534,1.552324476,1.521468617,1.489478797,1.458595085,1.430973275,1.402649861,1.364912288,1.423956165,1.519813691,1.534364495,1.518707268,1.495404815,1.47745666,1.433214065,1.396495684
Population growth (annual %),SP.POP.GROW,Latvia,LVA,-0.142736398,-0.473114694,-1.376795066,-1.971932096,-1.673828701,-1.425810812,-1.126375096,-0.996762289,-0.942918937,-0.813961204,-0.963935407,-1.291486944,-1.161838224,-0.966400801,-1.091312956,-1.080571457,-0.917272957,-0.816175507,-1.050939544,-1.651024968,-2.08130509,-1.820767002,-1.240359153,-1.071034803,-0.941743354,-0.818626341,-0.913885332,-0.886215573,-0.779138396,-0.69523914,-0.701211571,-0.843294678,-0.271369578
Population growth (annual %),SP.POP.GROW,Lebanon,LBN,1.915947495,2.011903517,2.12289417,1.940490039,1.799673326,1.822118909,1.866556365,1.800831147,1.719330796,1.690339368,1.648031352,1.574297581,1.300762376,1.299044696,1.54172773,1.480785947,1.64098,1.883559829,1.608846133,1.291279798,0.898071621,0.981119441,2.607520841,9.226496128,9.971969542,1.966373269,-2.21727979,-2.415521032,-2.627212541,-2.879865896,-2.079336906,-1.249035167,-1.856912493
Population growth (annual %),SP.POP.GROW,Lesotho,LSO,1.789459565,1.681833747,1.572585238,1.440789243,1.325794158,1.219193294,1.080907588,0.890150357,0.659895306,0.432375302,0.219741613,0.04217,-0.097022605,-0.225732599,-0.384374749,-0.401735875,-0.032572928,0.337605696,0.580575262,0.707013589,0.673528483,0.735394495,0.832817873,0.931108536,1.021936222,1.104914388,1.189533622,1.2397919,1.254413132,1.251678122,1.267840873,1.20621788,1.062557097
Population growth (annual %),SP.POP.GROW,Liberia,LBR,-12.64553318,-13.05767076,5.682586793,3.830212419,-0.355709869,0.807199025,2.832149991,7.822761725,10.19988526,5.546454234,3.711300592,2.941368498,2.613448065,0.799708514,1.200925571,4.504636732,5.627399993,5.004982793,4.076460369,3.152289639,2.899627274,3.931537102,3.538298055,2.182354489,2.058594538,2.035413638,2.012596657,1.905489441,1.915395937,1.94236198,2.031168603,2.05886078,2.082087222
Population growth (annual %),SP.POP.GROW,Libya,LBY,2.556388295,2.447693312,2.341098072,2.228175374,2.097251064,1.957892405,1.821505928,1.692624514,1.590917902,1.534770776,1.895562666,2.322593409,2.423245022,2.508633817,2.581075917,2.610401321,2.29252155,2.051478733,2.128878415,2.094374702,2.051039287,-4.793553713,-5.280077701,1.946077689,1.862888263,1.537394116,1.442351312,1.517588879,1.548437626,1.399514414,1.283445092,1.214947645,1.137688282
Population growth (annual %),SP.POP.GROW,Liechtenstein,LIE,1.428545704,1.391284762,1.40600454,1.446503835,1.439016545,1.44450398,1.43670011,1.372294025,1.313339703,1.311645994,1.252282479,1.054194878,0.945302183,0.907042397,0.878482956,0.879502934,0.823120977,0.745302498,0.711545007,0.771009503,0.701110398,0.72939379,0.869403226,0.821163785,0.784827173,0.695762434,0.677661203,0.741744904,0.767717718,0.785258982,0.709498302,0.727556394,0.735015942
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,0.36799903,0.170116869,-0.108586325,-0.474107543,-0.694003963,-0.769728018,-0.760343408,-0.737830358,-0.724436207,-0.709489234,-0.70338544,-0.824008723,-0.802765711,-0.812278097,-1.122991275,-1.628401126,-1.596378318,-1.187947957,-1.028483175,-1.110345754,-2.09694342,-2.258463899,-1.341201988,-1.012007368,-0.859827343,-0.940753797,-1.270694533,-1.398322201,-0.954190459,-0.264704355,0.026766758,0.21280543,1.09366808
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,1.251745707,1.33968317,1.328347571,1.342387029,1.361840137,1.404742464,1.361143941,1.253502484,1.243870803,1.350621285,1.344082996,1.190456345,1.047660816,1.21520088,1.421332565,1.530054663,1.595051918,1.544386847,1.787496632,1.85177523,1.825405804,2.222660503,2.4015419,2.311176253,2.356978705,2.359951181,2.155311988,2.430976418,1.928837514,1.96284492,1.666358674,1.518349367,2.016667902
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,3.750204939,3.413946429,2.716700365,2.215520016,2.096787501,2.002053068,1.911816693,1.814517239,1.704124199,1.597107953,1.487756823,1.659246027,2.372558229,2.821504467,2.77099628,2.715517612,2.67441294,2.648029807,2.625279077,2.608773029,2.595031824,2.429615212,2.039126998,1.803915803,1.802575819,1.816016042,1.843799893,1.884356438,1.920344372,1.926360529,1.885220497,1.515044864,1.239146684
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,2.955257307,3.005014484,3.040871647,3.094667744,3.145236012,3.171940651,3.181326856,3.172133841,3.144005624,3.098523033,3.039901008,2.996230705,2.96156859,2.933416316,2.92703465,2.923285684,2.926752462,2.926524522,2.91149153,2.89947279,2.865949148,2.800165011,2.728140997,2.67158914,2.627137771,2.588187143,2.586011484,2.584164852,2.554077041,2.525316628,2.482422893,2.416869374,2.37869515
Population growth (annual %),SP.POP.GROW,Malawi,MWI,3.898741981,3.014169101,2.84609317,1.392212301,-1.230422146,-0.187536345,1.936197878,1.941644825,2.069046403,2.225240774,2.300935218,2.371006615,2.454069148,2.542539057,2.640040244,2.736342194,2.803458165,2.834481933,2.877406034,2.905723394,2.891505731,2.864277046,2.832565554,2.806762968,2.788813239,2.759113701,2.717814084,2.695466368,2.685561427,2.68285756,2.665771783,2.611417766,2.559138271
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,2.877739569,2.816658907,2.787185691,2.78577769,2.788187896,2.760033446,2.705126616,2.671358913,2.607521862,2.526721764,2.544593667,2.57014353,2.516347422,2.442606437,2.372008464,2.303363822,2.234859554,2.176089804,2.08818532,1.978923414,1.758287403,1.611043429,1.618131318,1.587439804,1.553018271,1.499409724,1.462069866,1.415369333,1.31563682,1.241514631,1.199859622,1.119853991,1.079363741
Population growth (annual %),SP.POP.GROW,Maldives,MDV,3.170324263,3.147444164,2.964871328,2.76688283,2.552513258,2.353907304,2.158118731,1.951341845,1.752323611,1.563701103,1.568301447,1.690716983,1.711543347,1.676685986,1.638114517,1.603244043,2.376286342,3.354355829,3.552288956,3.544224471,3.529155518,3.496208754,3.438491239,3.346640402,3.917483406,4.422534092,4.196904224,3.926287795,3.599640348,2.96723054,1.949134572,1.355177392,0.445829655
Population growth (annual %),SP.POP.GROW,Mali,MLI,1.929091624,1.980728318,2.024562193,2.082629836,2.136450504,2.132186535,2.102625709,2.219530895,2.489897823,2.753682435,2.907829296,3.02107831,3.134420559,3.206760104,3.266628116,3.305460401,3.305691828,3.302086911,3.284763907,3.2555744,3.24973947,3.234811963,2.918108744,2.920044502,3.170675518,3.146747167,3.190441423,3.216407258,3.174850089,3.126669914,3.142603659,3.157964369,3.095209254
Population growth (annual %),SP.POP.GROW,Malta,MLT,0.978313699,2.695092892,1.031640278,0.998755132,0.935263919,0.697143007,0.656524534,0.756792687,0.649936279,0.592860774,0.645267231,0.751106498,0.745506921,0.657732334,0.671628455,0.637436918,0.364336947,0.348755082,0.650655461,0.753906931,0.491182811,0.423700885,0.899209212,1.404050276,1.996754408,2.386395363,2.288615441,2.738662856,3.491955403,3.931356319,2.211207678,0.619810316,2.396534832
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,2.326682646,2.161201195,2.023883614,1.916332532,1.814108707,1.714748307,1.635404211,1.578534356,1.527673234,1.252376226,0.721837705,0.347948104,0.152420858,-0.005505143,-0.106492372,-0.180193481,-0.237689549,-0.314099624,-0.411668206,-0.415235819,-0.330813598,-0.836573257,-1.460462949,-1.643608049,-1.833579585,-2.021525531,-2.21210383,-2.391336363,-2.571619347,-2.780253373,-2.98407683,-3.189954901,-1.150468925
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.574549548,2.960438713,3.855641136,4.084734429,3.432789769,2.77515652,2.016014108,2.257817826,2.630773639,2.711768623,2.799182084,2.44916514,2.144963445,2.160388554,2.169898998,2.208034581,2.260471866,2.318694061,2.49989376,2.723800288,2.873051185,3.018442761,3.124789002,2.896122114,2.64221126,2.645957102,2.642528022,2.633524111,2.626187803,2.614654755,2.58400208,2.553910771,2.591601268
